tag_grouping,message,category_20,bucket_original,full_conversion
AnD AI,"Hey Ibet, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Ibet, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",App Issues,TSI-WN-001,
AnD AI,"Hi Ibet, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Kadazznia, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"I understand how frustrating it can be when the Dash Now feature isn't available. One thing that might help is scheduling your dashes in advance. Many Dashers find success by checking the app in the late morning to reserve slots for lunch or dinner times. Also, enabling notifications for zone openings can alert you when new opportunities arise. Would you like to try these tips and see if they make a difference?",Needs Guidance,TSI-WN-001,
AnD AI,Ok,Unclassified,TSI-WN-001,
AnD AI,It's not letting me,Unclassified,TSI-WN-001,
AnD AI,"Hey Matheas! I completely understand, balancing studies and work can be tough. The great thing about Dashing is its flexibility; even an hour can be beneficial. What does your schedule look like this week? Maybe we can find a small window for you to try it out!",Scheduling Issues,TSI-WN-001,True
AnD AI,i have some time later today but that's about it for the week as i do work at another place,Scheduling Issues,TSI-WN-001,True
AnD AI,"Hey Matheas, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Awesome, Matheas! No worries at all, give it a try and let me know how it goes! 
Pro Tips: Busiest times are 11-2 & 5-9, schedules are released at 12am, Red Areas=Dash Now & dashing by top national chains should help you receive more orders!",Needs Guidance,TSI-WN-001,True
AnD AI,I applied to do it in my free time and since i have studies i don't get much time to do it,Scheduling Issues,TSI-WN-001,True
AnD AI,Thanks!,Encouragement,TSI-WN-001,True
AnD AI,"Hey Kailey, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Kailey, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi Kailey! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Michael, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Hola buenas tardes,no pude empezar porq tuve problemas con el carro pero  el fin debe solucionarlo y empezar",Vehicle Issues,TSI-WN-001,True
AnD AI,"¡Genial que planees empezar este fin de semana! Si logras resolverlo antes, incluso hacer algunas entregas ahora podría ayudarte a familiarizarte con el proceso y estar completamente listo cuando lo necesites. ¿Te gustaría intentar una entrega antes del fin de semana para ver cómo te sientes?",Unclassified,TSI-WN-001,True
AnD AI,No el fin empiezo,Unclassified,TSI-WN-001,True
AnD AI,"¡Hola! Entiendo que los problemas con el carro pueden ser frustrantes. ¿Crees que podrás solucionarlo este fin de semana? Si necesitas empezar antes, tal vez podrías considerar pedir prestado un carro o usar un servicio de alquiler a corto plazo. ¿Qué piensas?",Vehicle Issues,TSI-WN-001,True
AnD AI,"That sounds like a great plan! You can find DashMart locations for Welcome Backpacks here: [DashMart Locations](https://help.doordash.com/consumers/s/article/DashMart-Locations-for-Welcome-BackPacks). Once you have your backpack, you'll be all set to start dashing. Do you think you'll be able to pick one up soon?",Needs Guidance,TSI-WN-001,True
AnD AI,Nah I'm gonna start soon I just need to go to the store to get one of those backpacks to hold food in.,Unclassified,TSI-WN-001,True
AnD AI,"That's awesome! Many Dashers in your shoes took the plunge and never looked back! If you need more info on where to pick up a Welcome Backpack, check out this link: [DashMart Locations](https://help.doordash.com/consumers/s/article/DashMart-Locations-for-Welcome-BackPacks). Excited for you to start earning with DoorDash! Do you have any other questions before you get started?",Needs Guidance,TSI-WN-001,True
AnD AI,Yeah ima get on tonight,Unclassified,TSI-WN-001,True
AnD AI,Nah thank you for the information,Unclassified,TSI-WN-001,True
AnD AI,"Hey Vermaat, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Liked ""That sounds like a great plan! You can find DashMart locations for Welcome Backpacks here: [DashMart Locations](https://help.doordash.com/consumers/s/article/DashMart-Locations-for-Welcome-BackPacks). Once you have your backpack, you'll be all set to start dashing. Do you think you'll be able to pick one up soon?""",Needs Guidance,TSI-WN-001,True
AnD AI,"Hey Anna, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"No, just trying to find the time",Scheduling Issues,TSI-WN-001,
AnD AI,Stop,Unclassified,TSI-WN-001,
AnD AI,Yes ... there's no difference from joining you to being hired by a regular employment for four hours or eight hours a day. The reason why people Uber and DoorDash is to be their own balls during their own hours. You guys restrict too much and it's not worth it.,Scheduling Issues,TSI-WN-001,
AnD AI,Thats just it that fact that youre asking me about hours should not be a mandate with a gig like this.   I started with uber eats and whenever u turn thier app on u take orders if u so choose.  You turn off app whenever you feel like it then you turn it back on there is no structure with ours. The only thing is you just can't work past 12 hours. I can deal with that but to mandate what hours you wanna work what time you wanna work? I may as well get a regular job,Scheduling Issues,TSI-WN-001,
AnD AI,"Oh got it, so sorry that that's been your experience so far. Do you mind elaborating what kind of flexibility you're looking for? or what hours you are trying to go out? .",Scheduling Issues,TSI-WN-001,
AnD AI,"Hey Lamont, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Chad, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Chad! To make sure you get the best times to dash, you can easily check and reserve slots in the Dasher app. This way, you'll have a guaranteed time to dash even during busy periods. Have you had a chance to explore the scheduling feature yet? If you need any help with it, just let me know—I'm here to assist!",Personal Circumstances,TSI-WN-001,
AnD AI,Yes just haven't been able to lately,Unclassified,TSI-WN-001,
AnD AI,"Hey Chad, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Ashley! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Ashley, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Ashley, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"That's awesome! You've got it figured out - lunch is perfect to start. Need any other tips for your first dash back, or are you all set? I'm here if you need any support!",Other,TSI-WN-001,
AnD AI,"Thank you! 

Yes that would be great! I should actually have plenty of time tomorrow because my kiddos will be going to daycare",Scheduling Issues,TSI-WN-001,
AnD AI,"I just have one question. When I signed up for DoorDash, and they asked me how I wanted to be paid, I requested the option that allows payment immediately to whatever card they offer. I'm assuming I'll get that in the mail soon? I'm hesitant to start dashing before I receive that card.",Payment Questions,TSI-WN-001,
AnD AI,"Loved ""That's awesome! You've got it figured out - lunch is perfect to start. Need any other tips for your first dash back, or are you all set? I'm here if you need any support!""",Other,TSI-WN-001,
AnD AI,"Perfect timing! Tomorrow sounds ideal with the kids at daycare. If you can dash during lunch (11-2) or dinner (5-8), those are the busiest times for more orders and better earnings. Want to try hitting 'Dash Now' tomorrow and see how it goes?",Personal Circumstances,TSI-WN-001,
AnD AI,"Thanks for that information :) I was confused about scheduling a dash vs. the dash now option. I will definitely dash during lunch time, and possibly dinner time as well.",Needs Guidance,TSI-WN-001,
AnD AI,Ok thank you!,Unclassified,TSI-WN-001,
AnD AI,"Hey Allison, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Congrats on the newborn! I totally get it - little ones definitely have their own schedule 😊 The great thing is you can dash whenever works for you, even just an hour here and there. Want to try a quick dash this week when you get a moment?",Scheduling Issues,TSI-WN-001,
