Inbound_Message,Bucket_ID,Bucket_Title,Suggested_Response_Strategy,Did_Convert,BGC_Conversion
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No I can,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No I haven't yet I was going to try in a little bit.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No I should be able to complete the application today,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No I'm ready,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No I'm ready,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"No actually, i just forgot about it",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No i was waiting on someone to get back to me,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
No im ready,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No it  not done I'll get it done soon,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No it's just that I ain't even wanted,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No kirkwoodrayray534@gmail.com,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No luck,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No luck,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No not having any luck with it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No not really.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No problem,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"No problem,  so far so good",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
No reason just don't want to,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No sir,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No sé qué me haga falta pa incorporarme,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No tengo licencia pensaba hacerlo en bicicleta,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No thank you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No there isn't,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
No there isn't.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
No there's not what do I need to do to finish,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"No, even with Wi-Fi off it wont allow me to continue",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"No, says looking for offers",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"No, they are saying contact support",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
No.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No. It's not do you want a picture of what I see,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nope,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nope,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nope,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nope,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nope,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Not really,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Not yet,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Not yet,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Not yet,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nothing changed,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Nothing happen,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Nothing is holding me back!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Nothing 🕳,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Now it's in your hands,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Nvm,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Offer,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Oh I'm ready to do the steps,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok cool,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"Ok great , yea I do",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok great! Thanks. You as well,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Ok si quiero,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok thank u so much,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok thank you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Ok thank you for letting me know,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok thank you.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Ok thats probably why!?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ok what happens after,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"Ok, thank you",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Ok.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Okay it's okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
